,Building_Project_Name,Street_Name,Postal_District,Type,No_of_Bedrooms,Monthly_Rent,Floor_Area,Lease_Commencement_Date,Downloaded_At
15638,THE COAST AT SENTOSA COVE,OCEAN DRIVE,04,Non-landed Properties,4,"8,000",2600 to 2700,Oct-19,2020-01-22 02:42:21.881565
15639,THE COAST AT SENTOSA COVE,OCEAN DRIVE,04,Non-landed Properties,4,"9,200",2600 to 2700,Oct-19,2020-01-22 02:42:21.907567
15640,THE COAST AT SENTOSA COVE,OCEAN DRIVE,04,Non-landed Properties,3,"6,600",1900 to 2000,Oct-19,2020-01-22 02:42:21.940571
15641,THE COAST AT SENTOSA COVE,OCEAN DRIVE,04,Non-landed Properties,3,"8,500",2000 to 2100,Oct-19,2020-01-22 02:42:21.968571
15642,THE COAST AT SENTOSA COVE,OCEAN DRIVE,04,Non-landed Properties,4,"8,800",2600 to 2700,Oct-19,2020-01-22 02:42:22.000576
15643,THE COAST AT SENTOSA COVE,OCEAN DRIVE,04,Non-landed Properties,3,"7,000",2000 to 2100,Oct-19,2020-01-22 02:42:22.051579
15644,THE COAST AT SENTOSA COVE,OCEAN DRIVE,04,Non-landed Properties,3,"6,800",2000 to 2100,Oct-19,2020-01-22 02:42:22.106959
15645,THE COLONNADE,GRANGE ROAD,10,Non-landed Properties,4,"14,500",>3000,Dec-19,2020-01-22 02:42:23.101604
15646,THE COLONNADE,GRANGE ROAD,10,Non-landed Properties,2,"9,000",2800 to 2900,Dec-19,2020-01-22 02:42:23.124603
15647,THE COLONNADE,GRANGE ROAD,10,Non-landed Properties,2,"9,000",2800 to 2900,Dec-19,2020-01-22 02:42:23.141604
15648,THE COLONNADE,GRANGE ROAD,10,Non-landed Properties,2,"9,600",2800 to 2900,Nov-19,2020-01-22 02:42:23.158606
15649,THE COLONNADE,GRANGE ROAD,10,Non-landed Properties,3,"13,000",>3000,Nov-19,2020-01-22 02:42:23.176606
15650,THE COLONNADE,GRANGE ROAD,10,Non-landed Properties,2,"8,800",2800 to 2900,Oct-19,2020-01-22 02:42:23.195608
15651,THE COLONNADE,GRANGE ROAD,10,Non-landed Properties,2,"9,000",2800 to 2900,Oct-19,2020-01-22 02:42:23.215616
15652,THE COLONNADE,GRANGE ROAD,10,Non-landed Properties,3,"15,000",>3000,Oct-19,2020-01-22 02:42:23.236612
15653,THE COMPASS AT CHANCERY,CHANCERY HILL ROAD,11,Terrace House,na*,"6,550",2000 to 2500,Oct-19,2020-01-22 02:42:23.452658
15654,THE CORNWALL,CORNWALL GARDENS,10,Non-landed Properties,1,"2,900",600 to 700,Dec-19,2020-01-22 02:42:24.364738
15655,THE CORNWALL,CORNWALL GARDENS,10,Non-landed Properties,1,"3,300",700 to 800,Dec-19,2020-01-22 02:42:24.406784
15656,THE CORNWALL,CORNWALL GARDENS,10,Non-landed Properties,2,"3,800",1400 to 1500,Dec-19,2020-01-22 02:42:24.444907
15657,THE CORNWALL,CORNWALL GARDENS,10,Non-landed Properties,1,"2,800",600 to 700,Nov-19,2020-01-22 02:42:24.476892
15658,THE CORNWALL,CORNWALL GARDENS,10,Non-landed Properties,2,"4,600",1700 to 1800,Nov-19,2020-01-22 02:42:24.506896
15659,THE CORNWALL,CORNWALL GARDENS,10,Non-landed Properties,2,"4,400",1400 to 1500,Nov-19,2020-01-22 02:42:24.523749
15660,THE CORNWALL,CORNWALL GARDENS,10,Non-landed Properties,1,"3,300",700 to 800,Oct-19,2020-01-22 02:42:24.563754
15661,THE CORNWALL,CORNWALL GARDENS,10,Non-landed Properties,1,"2,800",700 to 800,Oct-19,2020-01-22 02:42:24.596545
15662,THE CORNWALL,CORNWALL GARDENS,10,Non-landed Properties,4,"7,700",1900 to 2000,Oct-19,2020-01-22 02:42:24.627619
15663,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,3,"5,500",1300 to 1400,Dec-19,2020-01-22 02:42:25.629431
15664,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,2,"5,000",1100 to 1200,Dec-19,2020-01-22 02:42:25.677287
15665,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,4,"7,600",1600 to 1700,Dec-19,2020-01-22 02:42:25.697336
15666,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,3,"6,650",1300 to 1400,Dec-19,2020-01-22 02:42:25.740338
15667,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,4,"7,000",1600 to 1700,Dec-19,2020-01-22 02:42:25.762224
15668,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,2,"5,500",1100 to 1200,Dec-19,2020-01-22 02:42:25.801247
15669,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,3,"6,100",1300 to 1400,Dec-19,2020-01-22 02:42:25.834397
15670,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,3,"6,800",1300 to 1400,Nov-19,2020-01-22 02:42:25.884135
15671,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,2,"5,500",1100 to 1200,Nov-19,2020-01-22 02:42:25.921137
15672,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,3,"6,450",1300 to 1400,Nov-19,2020-01-22 02:42:25.940689
15673,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,3,"6,000",1300 to 1400,Nov-19,2020-01-22 02:42:25.980693
15674,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,2,"4,800",1100 to 1200,Nov-19,2020-01-22 02:42:26.001274
15675,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,3,"6,650",1300 to 1400,Nov-19,2020-01-22 02:42:26.054589
15676,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,2,"5,300",1100 to 1200,Oct-19,2020-01-22 02:42:26.078060
15677,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,2,"5,350",1100 to 1200,Oct-19,2020-01-22 02:42:26.126202
15678,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,2,"5,600",1100 to 1200,Oct-19,2020-01-22 02:42:26.162494
15679,THE COSMOPOLITAN,KIM SENG ROAD,09,Non-landed Properties,2,"5,500",1100 to 1200,Oct-19,2020-01-22 02:42:26.214499
15680,THE COTERIE @ HOLLAND,HOLLAND ROAD,10,Non-landed Properties,2,"3,550",800 to 900,Dec-19,2020-01-22 02:42:27.186995
15681,THE COTERIE @ HOLLAND,HOLLAND ROAD,10,Non-landed Properties,1,"2,600",400 to 500,Dec-19,2020-01-22 02:42:27.211707
15682,THE COTERIE @ HOLLAND,HOLLAND ROAD,10,Non-landed Properties,1,"2,500",400 to 500,Nov-19,2020-01-22 02:42:27.226470
15683,THE COTERIE @ HOLLAND,HOLLAND ROAD,10,Non-landed Properties,1,"2,700",500 to 600,Nov-19,2020-01-22 02:42:27.242035
15684,THE COTERIE @ HOLLAND,HOLLAND ROAD,10,Non-landed Properties,1,"2,500",400 to 500,Oct-19,2020-01-22 02:42:27.256945
15685,THE COTERIE @ HOLLAND,HOLLAND ROAD,10,Non-landed Properties,2,"3,200",800 to 900,Oct-19,2020-01-22 02:42:27.271926
15686,THE COTERIE @ HOLLAND,HOLLAND ROAD,10,Non-landed Properties,2,"3,400",700 to 800,Oct-19,2020-01-22 02:42:27.287420
15687,THE COTERIE @ HOLLAND,HOLLAND ROAD,10,Non-landed Properties,2,"3,100",800 to 900,Oct-19,2020-01-22 02:42:27.302611
15688,THE COTZ,TELOK KURAU ROAD,15,Non-landed Properties,na*,"1,600",300 to 400,Dec-19,2020-01-22 02:42:28.269888
15689,THE COTZ,TELOK KURAU ROAD,15,Non-landed Properties,1,"1,700",400 to 500,Dec-19,2020-01-22 02:42:28.293888
15690,THE COTZ,TELOK KURAU ROAD,15,Non-landed Properties,na*,"1,700",300 to 400,Nov-19,2020-01-22 02:42:28.313889
15691,THE COTZ,TELOK KURAU ROAD,15,Non-landed Properties,1,"1,625",400 to 500,Nov-19,2020-01-22 02:42:28.330890
15692,THE COTZ,TELOK KURAU ROAD,15,Non-landed Properties,na*,"1,600",300 to 400,Oct-19,2020-01-22 02:42:28.346893
15693,THE COUNTRYSIDE,COUNTRYSIDE PLACE,26,Terrace House,na*,"3,500",1500 to 2000,Dec-19,2020-01-22 02:42:29.273143
15694,THE COUNTRYSIDE,COUNTRYSIDE ROAD,26,Terrace House,na*,"3,200",1500 to 2000,Dec-19,2020-01-22 02:42:29.312934
15695,THE COURTYARD,LIM AH PIN ROAD,19,Non-landed Properties,3,"2,800",1200 to 1300,Dec-19,2020-01-22 02:42:30.244045
15696,THE COURTYARD,LIM AH PIN ROAD,19,Non-landed Properties,3,"2,600",1200 to 1300,Dec-19,2020-01-22 02:42:30.266210
15697,THE COURTYARD,LIM AH PIN ROAD,19,Non-landed Properties,3,"2,500",1200 to 1300,Nov-19,2020-01-22 02:42:30.294340
15698,THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-landed Properties,1,"2,000",400 to 500,Dec-19,2020-01-22 02:42:31.348669
15699,THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-landed Properties,1,"2,000",400 to 500,Dec-19,2020-01-22 02:42:31.404027
15700,THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-landed Properties,2,"2,600",700 to 800,Nov-19,2020-01-22 02:42:31.422103
15701,THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-landed Properties,3,"4,900",1600 to 1700,Nov-19,2020-01-22 02:42:31.441104
15702,THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-landed Properties,3,"3,700",1600 to 1700,Nov-19,2020-01-22 02:42:31.459105
15703,THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-landed Properties,2,"2,650",600 to 700,Nov-19,2020-01-22 02:42:31.497173
15704,THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-landed Properties,1,"1,950",400 to 500,Nov-19,2020-01-22 02:42:31.530183
15705,THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-landed Properties,1,"1,850",400 to 500,Nov-19,2020-01-22 02:42:31.552211
15706,THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-landed Properties,1,"2,100",400 to 500,Oct-19,2020-01-22 02:42:31.571074
15707,THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-landed Properties,1,"1,850",400 to 500,Oct-19,2020-01-22 02:42:31.589565
15708,THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-landed Properties,2,"2,600",600 to 700,Oct-19,2020-01-22 02:42:31.620395
15709,THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-landed Properties,1,"1,800",400 to 500,Oct-19,2020-01-22 02:42:31.651397
15710,THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-landed Properties,1,"1,750",400 to 500,Oct-19,2020-01-22 02:42:31.702299
15711,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,2,"3,750",700 to 800,Dec-19,2020-01-22 02:42:32.648761
15712,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,2,"4,500",800 to 900,Dec-19,2020-01-22 02:42:32.679762
15713,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,1,"2,800",600 to 700,Dec-19,2020-01-22 02:42:32.711764
15714,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,2,"3,900",800 to 900,Dec-19,2020-01-22 02:42:32.743766
15715,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,3,"5,700",1100 to 1200,Dec-19,2020-01-22 02:42:32.774534
15716,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,3,"5,400",1200 to 1300,Dec-19,2020-01-22 02:42:32.800536
15717,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,2,"4,000",700 to 800,Nov-19,2020-01-22 02:42:32.828538
15718,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,3,"6,000",1500 to 1600,Nov-19,2020-01-22 02:42:32.859117
15719,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,2,"4,500",1000 to 1100,Nov-19,2020-01-22 02:42:32.891120
15720,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,2,"4,500",900 to 1000,Nov-19,2020-01-22 02:42:32.925122
15721,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,1,"3,200",600 to 700,Nov-19,2020-01-22 02:42:32.960125
15722,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,1,"3,200",600 to 700,Nov-19,2020-01-22 02:42:32.992088
15723,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,2,"3,600",800 to 900,Nov-19,2020-01-22 02:42:33.024088
15724,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,2,"3,850",800 to 900,Oct-19,2020-01-22 02:42:33.057091
15725,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,2,"3,850",700 to 800,Oct-19,2020-01-22 02:42:33.089094
15726,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,3,"6,200",1300 to 1400,Oct-19,2020-01-22 02:42:33.120097
15727,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,1,"4,500",700 to 800,Oct-19,2020-01-22 02:42:33.149099
15728,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,4,"5,600",1400 to 1500,Oct-19,2020-01-22 02:42:33.180101
15729,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,1,"3,200",600 to 700,Oct-19,2020-01-22 02:42:33.210104
15730,THE CREST,PRINCE CHARLES CRESCENT,03,Non-landed Properties,2,"3,700",800 to 900,Oct-19,2020-01-22 02:42:33.238104
15731,THE CRISTALLO,LORONG K TELOK KURAU,15,Non-landed Properties,2,"2,450",600 to 700,Nov-19,2020-01-22 02:42:33.449110
15732,THE CRISTALLO,LORONG K TELOK KURAU,15,Non-landed Properties,na*,"1,700",400 to 500,Nov-19,2020-01-22 02:42:33.466108
15733,THE CRITERION,YISHUN STREET 51,27,Executive Condominium,3,"2,250",1000 to 1100,Oct-19,2020-01-22 02:42:33.656689
15734,THE DAFFODIL,UPPER EAST COAST ROAD,16,Non-landed Properties,1,"2,200",700 to 800,Dec-19,2020-01-22 02:42:33.897377
15735,THE DAFFODIL,UPPER EAST COAST ROAD,16,Non-landed Properties,1,"2,050",700 to 800,Oct-19,2020-01-22 02:42:33.924380
15736,THE DAFFODIL,UPPER EAST COAST ROAD,16,Non-landed Properties,1,"2,000",700 to 800,Oct-19,2020-01-22 02:42:33.939381
15737,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,3,"4,600",2200 to 2300,Dec-19,2020-01-22 02:42:34.886189
15738,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,3,"3,400",1900 to 2000,Dec-19,2020-01-22 02:42:34.928192
15739,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,2,"2,000",1200 to 1300,Dec-19,2020-01-22 02:42:34.960195
15740,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,2,"2,300",1300 to 1400,Dec-19,2020-01-22 02:42:35.013200
15741,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,2,"2,200",1100 to 1200,Dec-19,2020-01-22 02:42:35.054201
15742,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,2,"2,750",1200 to 1300,Dec-19,2020-01-22 02:42:35.088204
15743,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,1,"2,000",1100 to 1200,Dec-19,2020-01-22 02:42:35.121206
15744,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,1,"1,560",1100 to 1200,Dec-19,2020-01-22 02:42:35.155208
15745,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,2,"2,100",1100 to 1200,Dec-19,2020-01-22 02:42:35.184211
15746,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,2,"2,600",1200 to 1300,Dec-19,2020-01-22 02:42:35.215785
15747,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,3,"3,950",1900 to 2000,Nov-19,2020-01-22 02:42:35.247786
15748,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,2,"3,200",1500 to 1600,Nov-19,2020-01-22 02:42:35.278789
15749,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,3,"3,200",1900 to 2000,Nov-19,2020-01-22 02:42:35.313792
15750,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,2,"2,300",1200 to 1300,Nov-19,2020-01-22 02:42:35.344794
15751,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,2,"2,500",1300 to 1400,Nov-19,2020-01-22 02:42:35.375796
15752,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,2,"3,200",1500 to 1600,Nov-19,2020-01-22 02:42:35.408799
15753,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,1,"2,000",1100 to 1200,Nov-19,2020-01-22 02:42:35.441801
15754,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,3,"4,500",2100 to 2200,Nov-19,2020-01-22 02:42:35.475804
15755,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,3,"4,000",2100 to 2200,Oct-19,2020-01-22 02:42:35.505806
15756,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,2,"2,700",1200 to 1300,Oct-19,2020-01-22 02:42:35.537808
15757,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,2,"2,300",1200 to 1300,Oct-19,2020-01-22 02:42:35.572810
15758,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,2,"2,900",1200 to 1300,Oct-19,2020-01-22 02:42:35.609813
15759,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,2,"2,700",1200 to 1300,Oct-19,2020-01-22 02:42:35.642817
15760,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,2,"2,800",1500 to 1600,Oct-19,2020-01-22 02:42:35.677818
15761,THE DAIRY FARM,DAIRY FARM ROAD,23,Non-landed Properties,3,"4,150",2100 to 2200,Oct-19,2020-01-22 02:42:35.711822
15762,THE DEW,BUKIT BATOK STREET 21,23,Executive Condominium,3,"2,600",1200 to 1300,Dec-19,2020-01-22 02:42:36.630662
15763,THE DEW,BUKIT BATOK STREET 21,23,Executive Condominium,3,"2,650",1200 to 1300,Dec-19,2020-01-22 02:42:36.665674
15764,THE DEW,BUKIT BATOK STREET 21,23,Executive Condominium,3,"2,700",1300 to 1400,Dec-19,2020-01-22 02:42:36.690673
15765,THE DEW,BUKIT BATOK STREET 21,23,Executive Condominium,3,"2,900",1300 to 1400,Nov-19,2020-01-22 02:42:36.707675
15766,THE DEW,BUKIT BATOK STREET 21,23,Executive Condominium,3,"2,600",1200 to 1300,Oct-19,2020-01-22 02:42:36.726676
15767,THE DEW,BUKIT BATOK STREET 21,23,Executive Condominium,3,"2,500",1200 to 1300,Oct-19,2020-01-22 02:42:36.744855
15768,THE DIAMOND,LORONG 9 GEYLANG,14,Non-landed Properties,na*,"2,600",1200 to 1300,Dec-19,2020-01-22 02:42:36.928858
15769,THE DIAMOND,LORONG 9 GEYLANG,14,Non-landed Properties,na*,"2,850",1200 to 1300,Dec-19,2020-01-22 02:42:36.941334
15770,THE DIAMOND,LORONG 9 GEYLANG,14,Non-landed Properties,na*,"2,500",1200 to 1300,Dec-19,2020-01-22 02:42:36.957153
15771,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,2,"4,400",1300 to 1400,Dec-19,2020-01-22 02:42:37.356834
15772,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,3,"7,000",2700 to 2800,Dec-19,2020-01-22 02:42:37.405340
15773,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,3,"6,400",2600 to 2700,Dec-19,2020-01-22 02:42:37.441342
15774,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,3,"6,900",2600 to 2700,Dec-19,2020-01-22 02:42:37.494259
15775,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,2,"5,200",1600 to 1700,Dec-19,2020-01-22 02:42:37.514111
15776,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,3,"7,650",2700 to 2800,Dec-19,2020-01-22 02:42:37.534648
15777,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,2,"3,800",1300 to 1400,Dec-19,2020-01-22 02:42:37.554416
15778,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,2,"4,500",1600 to 1700,Dec-19,2020-01-22 02:42:37.573418
15779,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,3,"7,200",2600 to 2700,Dec-19,2020-01-22 02:42:37.593418
15780,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,3,"6,800",2600 to 2700,Dec-19,2020-01-22 02:42:37.613420
15781,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,3,"8,300",2600 to 2700,Nov-19,2020-01-22 02:42:37.633509
15782,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,3,"7,300",2600 to 2700,Nov-19,2020-01-22 02:42:37.678511
15783,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,3,"6,500",2600 to 2700,Oct-19,2020-01-22 02:42:37.720515
15784,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,3,"7,600",2600 to 2700,Oct-19,2020-01-22 02:42:37.747516
15785,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,3,"6,300",2600 to 2700,Oct-19,2020-01-22 02:42:37.772822
15786,THE DRAYCOTT,DRAYCOTT PARK,10,Non-landed Properties,3,"5,800",2600 to 2700,Oct-19,2020-01-22 02:42:37.798787
15787,THE EASTSIDE,JOO CHIAT ROAD,15,Non-landed Properties,3,"3,300",1200 to 1300,Oct-19,2020-01-22 02:42:38.006266
15788,THE EBONY,LORONG MARICAN,14,Non-landed Properties,1,"1,700",300 to 400,Nov-19,2020-01-22 02:42:38.997861
15789,THE EBONY,LORONG MARICAN,14,Non-landed Properties,1,"1,750",300 to 400,Nov-19,2020-01-22 02:42:39.025872
15790,THE EBONY,LORONG MARICAN,14,Non-landed Properties,1,"1,800",300 to 400,Oct-19,2020-01-22 02:42:39.054875
15791,THE EBONY,LORONG MARICAN,14,Non-landed Properties,1,"1,700",300 to 400,Oct-19,2020-01-22 02:42:39.071882
15792,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"2,500",1000 to 1100,Dec-19,2020-01-22 02:42:40.068505
15793,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,2,"2,400",800 to 900,Dec-19,2020-01-22 02:42:40.095507
15794,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"2,500",1500 to 1600,Dec-19,2020-01-22 02:42:40.118471
15795,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,2,"2,350",800 to 900,Dec-19,2020-01-22 02:42:40.145510
15796,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,2,"2,100",800 to 900,Dec-19,2020-01-22 02:42:40.172928
15797,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,2,"2,300",800 to 900,Dec-19,2020-01-22 02:42:40.206932
15798,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"2,500",1200 to 1300,Dec-19,2020-01-22 02:42:40.234429
15799,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"2,750",1200 to 1300,Dec-19,2020-01-22 02:42:40.286433
15800,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"2,750",1200 to 1300,Nov-19,2020-01-22 02:42:40.310436
15801,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"2,500",1200 to 1300,Nov-19,2020-01-22 02:42:40.351438
15802,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,4,"3,200",1400 to 1500,Nov-19,2020-01-22 02:42:40.405442
15803,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"2,700",1400 to 1500,Nov-19,2020-01-22 02:42:40.428387
15804,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"2,600",1200 to 1300,Nov-19,2020-01-22 02:42:40.471385
15805,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"2,600",1200 to 1300,Nov-19,2020-01-22 02:42:40.526351
15806,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"2,550",1200 to 1300,Nov-19,2020-01-22 02:42:40.564354
15807,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"2,750",1200 to 1300,Oct-19,2020-01-22 02:42:40.587825
15808,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,4,"2,900",1400 to 1500,Oct-19,2020-01-22 02:42:40.610436
15809,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"2,550",1200 to 1300,Oct-19,2020-01-22 02:42:40.633119
15810,THE EDEN AT TAMPINES,TAMPINES STREET 34,18,Executive Condominium,3,"2,750",1100 to 1200,Oct-19,2020-01-22 02:42:40.680879
15811,THE EDGEWATER,JALAN LOYANG BESAR,17,Non-landed Properties,3,"2,200",1200 to 1300,Dec-19,2020-01-22 02:42:41.057103
15812,THE ELEGANCE @ CHANGI,LORONG 107 CHANGI,15,Non-landed Properties,3,"2,400",1000 to 1100,Dec-19,2020-01-22 02:42:41.250110
15813,THE ELEMENT @ STEVENS,STEVENS ROAD,10,Non-landed Properties,2,"3,300",1000 to 1100,Nov-19,2020-01-22 02:42:42.210437
15814,THE ELEMENT @ STEVENS,STEVENS ROAD,10,Non-landed Properties,2,"3,500",1000 to 1100,Oct-19,2020-01-22 02:42:42.249405
15815,THE EQUATORIAL,STEVENS ROAD,10,Non-landed Properties,2,"3,500",1200 to 1300,Dec-19,2020-01-22 02:42:44.188723
15816,THE EQUATORIAL,STEVENS ROAD,10,Non-landed Properties,2,"4,000",1200 to 1300,Dec-19,2020-01-22 02:42:44.216265
15817,THE EQUATORIAL,STEVENS ROAD,10,Non-landed Properties,3,"4,000",1300 to 1400,Nov-19,2020-01-22 02:42:44.234267
15818,THE EQUATORIAL,STEVENS ROAD,10,Non-landed Properties,3,"5,000",1300 to 1400,Oct-19,2020-01-22 02:42:44.249267
15819,THE EQUATORIAL,STEVENS ROAD,10,Non-landed Properties,3,"4,100",1300 to 1400,Oct-19,2020-01-22 02:42:44.263273
15820,THE ESPARIS,PASIR RIS DRIVE 4,18,Executive Condominium,3,"2,700",1300 to 1400,Dec-19,2020-01-22 02:42:44.488920
15821,THE ESPARIS,PASIR RIS DRIVE 4,18,Executive Condominium,3,"2,500",1100 to 1200,Dec-19,2020-01-22 02:42:44.518903
15822,THE ESPARIS,PASIR RIS DRIVE 4,18,Executive Condominium,3,"2,500",1100 to 1200,Oct-19,2020-01-22 02:42:44.531904
15823,THE ESPARIS,PASIR RIS DRIVE 4,18,Executive Condominium,3,"2,600",1200 to 1300,Oct-19,2020-01-22 02:42:44.549907
15824,THE ESPIRA,LORONG L TELOK KURAU,15,Non-landed Properties,3,"2,700",1100 to 1200,Dec-19,2020-01-22 02:42:45.539356
15825,THE ESTA,AMBER GARDENS,15,Non-landed Properties,3,"5,000",1300 to 1400,Dec-19,2020-01-22 02:42:46.541125
